State,State_Abr,Opioid_Factor,Crime_Percent,Homeless_Percent,Average_Income,Unemployment_Percent,Population,Year,z_score_AvgInc,z_score_Unem,z_score_Crime,z_score_Homeless,z_score_opioid,prediction
South Dakota,SD,1870000000,2.0,0.09,53764,5.0,807067,2009,-0.5040039521132336,-0.9755226453580185,-1.5229966051217594,-0.9207760701661243,-0.4187112644194322,3
Virginia,VA,24300000000,2.55,0.11,69675,7.8,8023680,2010,1.2453205823154372,0.1390570909052222,-0.8625991494161704,-0.7092654874327112,-0.3606389103731274,3
Colorado,CO,12900000000,3.0,0.31,69520,9.5,5048281,2010,1.2282792082448921,0.8157662164936185,-0.32227395838432454,1.405840339901419,-0.3992619525397588,2
California,CA,678000000000,0.44,0.33,62652,13.0,37320903,2010,0.47318142039647837,2.2089908868226695,-3.3961239340321576,1.6173509226348322,0.8749310659306715,4
Alabama,AL,22300000000,3.74,0.13,47244,10.9,4785448,2010,-1.2208411065645524,1.373056084625239,0.5662608002013775,-0.4977549046992981,-0.22748329115506252,4
Arkansas,AR,10400000000,4.06,0.09,44536,8.9,2921978,2010,-1.5185704032293026,0.576927701580067,0.9504920471573559,-0.9207760701661243,-0.31732382380861207,0
Vermont,VT,1730000000,2.39,0.19,64551,7.6,625880,2010,0.681965738847867,0.05944425260070493,-1.0547147728941597,0.1367768435009409,-0.38222126245567273,3
Illinois,IL,85000000000,3.16,0.11,58549,12.1,12840762,2010,0.022079757096821723,1.850733114452342,-0.1301583349063348,-0.7092654874327112,-0.06754361200721377,4
Georgia,GA,196000000000,4.04,0.17,50919,10.7,9711810,2010,-0.8167956245693688,1.2934432463207213,0.9264775942226077,-0.07473373923247201,1.0393815813177725,0
Indiana,IN,24900000000,3.39,0.1,53253,11.5,6490436,2010,-0.5601855143716115,1.6118945995387906,0.14600787384327518,-0.8150207787994177,-0.29470051262041513,4
Iowa,IA,6410000000,2.52,0.1,56573,7.0,3050767,2010,-0.19517027621541846,-0.17939426231284653,-0.8986208288182932,-0.8150207787994177,-0.4363345592854886,3
Arizona,AZ,29000000000,3.91,0.21,54127,10.6,6407774,2010,-0.46409415348350525,1.2536368271684628,0.7703836501467413,0.3482874262343538,-0.2384372531519948,4
Idaho,ID,5720000000,2.22,0.15,54304,10.2,1570773,2010,-0.4446340037384311,1.0944111505594283,-1.2588376228395235,-0.28624432196588523,-0.3106076775945143,4
Connecticut,CT,6520000000,2.47,0.12,76174,9.9,3579125,2010,1.9598489054410693,0.974991893102653,-0.9586569611551647,-0.6035101960660048,-0.45914195639178906,3
New Jersey,NJ,73500000000,2.39,0.16,72677,10.4,8799624,2010,1.5753735175398023,1.174023988863946,-1.0547147728941597,-0.18048903059917862,0.0739093751119485,3
New Mexico,NM,9520000000,4.02,0.17,52093,8.3,2064588,2010,-0.6877209590285946,0.33808918666651555,0.9024631412878584,-0.07473373923247201,-0.2314721278167412,0
Texas,TX,190000000000,4.22,0.14,54554,8.6,25242679,2010,-0.4171479165278744,0.45750844412329095,1.1426076706353456,-0.39199961333259153,0.006516830430972127,0
Louisiana,LA,26200000000,4.2,0.27,45359,7.9,4544532,2010,-1.42808620413215,0.17886351005748102,1.1185932177005975,0.9828191744345932,-0.1372769936766346,0
North Carolina,NC,116000000000,3.8,0.13,50588,12.1,9574293,2010,-0.853187204036146,1.850733114452342,0.6383041590056231,-0.4977549046992981,0.3810544537864465,4
North Dakota,ND,9420000000,2.01,0.12,58870,5.0,674710,2010,0.05737189307517653,-0.9755226453580185,-1.5109893786543853,-0.6035101960660048,0.531705269885557,3
Nebraska,NE,3540000000,2.95,0.21,60599,5.7,1829536,2010,0.2474656722233867,-0.6968777112922082,-0.38231009072119604,0.3482874262343538,-0.4498991912087919,3
Tennessee,TN,44000000000,4.28,0.16,44541,11.2,6355301,2010,-1.5180206814850916,1.4924753420820143,1.2146510294395922,-0.18048903059917862,-0.0427469352449045,0
New York,NY,37200000000,2.35,0.34,57456,9.6,19400080,2010,-0.09808941618773219,0.8555726356458769,-1.102743678763657,1.7231062140015387,-0.4513192808056774,2
Pennsylvania,PA,56800000000,2.54,0.11,55763,9.5,12711158,2010,-0.2842251987776222,0.8157662164936185,-0.8746063758835445,-0.7092654874327112,-0.24310894337634367,4
Alaska,AK,1670000000,3.45,0.26,66767,9.3,713906,2010,0.9256024158822417,0.7361533781891015,0.21805123264752135,0.8770638830678866,-0.4168983696112129,2
Nevada,NV,13500000000,3.44,0.41,59094,15.3,2702464,2010,0.08199942721583534,3.1245385273246176,0.2060440061801467,2.463393253568484,-0.2001016488364442,2
New Hampshire,NH,3710000000,2.39,0.12,76907,7.3,1316777,2010,2.0404381131424216,-0.059975004856070796,-1.0547147728941597,-0.6035101960660048,-0.3778646512867161,3
Washington,WA,109000000000,4.01,0.34,64822,10.9,6742902,2010,0.7117606573841105,1.373056084625239,0.8904559148204844,1.7231062140015387,0.7115607493046443,2
Delaware,DE,3030000000,4.08,0.11,63727,9.3,899595,2010,0.5913715954018721,0.7361533781891015,0.9745065000921052,-0.7092654874327112,-0.33291721002296737,0
Wisconsin,WI,14300000000,2.76,0.11,58114,10.0,5690479,2010,-0.025746034649546945,1.0147983122549113,-0.6104473936013092,-0.7092654874327112,-0.4027189987419293,4
West Virginia,WV,84200000000,2.53,0.12,49372,9.8,1854214,2010,-0.9868795322282937,0.9351854739503945,-0.8866136023509191,-0.6035101960660048,3.0985084658976065,4
Hawaii,HI,2920000000,3.61,0.43,68719,7.0,1363963,2010,1.1402137848222684,-0.17939426231284653,0.41016685612551057,2.6749038363018967,-0.43309349614007703,2
Massachusetts,MA,11900000000,2.82,0.25,70329,9.6,6566431,2010,1.3172241864582537,0.8555726356458769,-0.538404034797063,0.7713085917011799,-0.45991134075567136,2
Florida,FL,694000000000,4.09,0.31,50860,11.5,18845785,2010,-0.8232823411510602,1.6118945995387906,0.9865137265594792,1.405840339901419,2.3978185764977953,0
Wyoming,WY,1420000000,2.65,0.1,60249,8.7,564483,2010,0.2089851501286073,0.49731486327554936,-0.7425268847424268,-0.8150207787994177,-0.4025062395942925,4
Maine,ME,4500000000,2.6,0.18,55321,9.5,1327632,2010,-0.33282060096588645,0.8157662164936185,-0.8025630170792983,0.03102155213423431,-0.33117781307446653,4
Maryland,MD,19300000000,3.54,0.19,74100,8.2,5788642,2010,1.731824325942291,0.29828276751425636,0.3261162708538903,0.1367768435009409,-0.33569773320131147,3
Oklahoma,OK,18700000000,3.92,0.14,49749,7.9,3759632,2010,-0.9454305127147743,0.17886351005748102,0.7823908766141154,-0.39199961333259153,-0.20186055361515073,0
Ohio,OH,47300000000,3.58,0.11,52961,11.6,11539327,2010,-0.5922892642335418,1.651701018691049,0.37414517672338776,-0.7092654874327112,-0.273266347652265,4
Utah,UT,9170000000,3.4,0.12,65443,8.4,2775334,2010,0.7800360980151334,0.377895605818774,0.15801510031064928,-0.6035101960660048,-0.3381470031673031,3
Missouri,MO,29000000000,3.81,0.14,52881,10.3,5995976,2010,-0.6010848121409199,1.1342175697116876,0.6503113854729977,-0.39199961333259153,-0.21306801186863533,4
Minnesota,MN,9450000000,2.8,0.15,60388,8.7,5310843,2010,0.22426741461767682,0.49731486327554936,-0.5624184877318117,-0.28624432196588523,-0.46259410269136414,4
Michigan,MI,43000000000,3.24,0.13,53411,14.4,9877535,2010,-0.5428143072545396,2.76628075495429,-0.03410052316733993,-0.4977549046992981,-0.2525116495211974,4
Rhode Island,RI,2420000000,2.81,0.12,59582,12.8,1053938,2010,0.13565226945084202,2.1293780485181526,-0.5504112612644371,-0.6035101960660048,-0.4204156096758353,4
Kansas,KS,26100000000,3.49,0.07,53155,7.9,2858213,2010,-0.5709600605581497,0.17886351005748102,0.2660801385170188,-1.1322866528995372,0.13748666153128142,0
Montana,MT,3860000000,2.84,0.16,47645,8.2,990722,2010,-1.1767534226788194,0.29828276751425636,-0.5143895818623143,-0.18048903059917862,-0.2898250393209101,4
Mississippi,MS,20300000000,3.25,0.09,44044,12.0,2970536,2010,-1.5726630228596783,1.8109266953000835,-0.022093296699965834,-0.9207760701661243,-0.050057622884620644,4
South Carolina,SC,174000000000,4.51,0.1,48127,12.4,4635656,2010,-1.1237602465368661,1.970152371909118,1.4908172381892018,-0.8150207787994177,2.4557625047054095,0
Kentucky,KY,131000000000,2.8,0.15,47442,11.9,4348200,2010,-1.1990721254937915,1.771120276147825,-0.5624184877318117,-0.28624432196588523,1.8511493957650313,4
Oregon,OR,22900000000,3.29,0.51,58404,12.0,3837532,2010,0.006137826514698833,1.8109266953000835,0.025935609169531602,3.5209461672355498,-0.12077303281907907,2
South Dakota,SD,1290000000,2.13,0.09,52344,6.0,816165,2010,-0.6601249274691957,-0.5774584538354325,-1.366902661045893,-0.9207760701661243,-0.47882128661072476,3
Virginia,VA,23900000000,2.46,0.11,70062,6.9,8100469,2011,1.2878690453173791,-0.219200681465105,-0.9706641876225394,-0.7092654874327112,-0.3670124788456852,3
Colorado,CO,13000000000,2.91,0.3,65601,9.3,5121771,2011,0.7974073051322053,0.7361533781891015,-0.4303389965906935,1.3000850485347124,-0.4006609645297241,2
California,CA,756000000000,0.41,0.33,59713,12.7,37641823,2011,0.15005497914917373,2.0895716293658935,-3.4321456134342805,1.6173509226348322,1.0314179380974347,4
Alabama,AL,23400000000,3.99,0.12,47654,10.0,4798834,2011,-1.1757639235392394,1.0147983122549113,0.8664414618857362,-0.6035101960660048,-0.2098352842305355,0
Arkansas,AR,14500000000,4.24,0.12,46213,9.0,2940407,2011,-1.3341937302208884,0.6167341207323255,1.1666221235700949,-0.6035101960660048,-0.20533760794692132,0
Vermont,VT,1690000000,2.55,0.18,58029,6.9,626979,2011,-0.035091304301136224,-0.219200681465105,-0.8625991494161704,0.03102155213423431,-0.38782385362378,3
Illinois,IL,43600000000,3.1,0.11,56658,10.1,12867291,2011,-0.1858250065638292,1.0546047314071698,-0.20220169371058094,-0.7092654874327112,-0.33126407281350595,4
Georgia,GA,342000000000,4.02,0.21,51440,10.4,9801578,2011,-0.7595146188225688,1.174023988863946,0.9024631412878584,0.3482874262343538,2.240059301831343,0
Indiana,IN,21900000000,3.49,0.1,49730,9.8,6516045,2011,-0.9475194553427766,0.9351854739503945,0.2660801385170188,-0.8150207787994177,-0.33350877918080407,4
Iowa,IA,6000000000,2.61,0.1,56191,7.0,3066054,2011,-0.2371690174731491,-0.17939426231284653,-0.7905557906119243,-0.8150207787994177,-0.4481039063709929,3
Arizona,AZ,31300000000,3.89,0.16,54403,10.2,6473497,2011,-0.43374951320305066,1.0944111505594283,0.7463691972119926,-0.18048903059917862,-0.2131886360625733,4
Idaho,ID,4380000000,2.28,0.14,53102,10.1,1583828,2011,-0.5767871110467877,1.0546047314071698,-1.1867942640352778,-0.39199961333259153,-0.3821115933221372,4
Connecticut,CT,7370000000,2.43,0.12,73194,9.9,3588023,2011,1.6322147458912335,0.974991893102653,-1.0066858670246621,-0.6035101960660048,-0.44017515178296013,3
New Jersey,NJ,96300000000,2.46,0.16,69751,10.0,8827783,2011,1.2536763528274466,1.0147983122549113,-0.9706641876225394,-0.18048903059917862,0.28253715027798204,4
New Mexico,NM,8620000000,4.11,0.17,46974,7.9,2080395,2011,-1.2505260807519536,0.17886351005748102,1.0105281794942285,-0.07473373923247201,-0.26964098334839537,0
Texas,TX,149000000000,3.89,0.14,54879,8.4,25646227,2011,-0.3814160031541507,0.377895605818774,0.7463691972119926,-0.39199961333259153,-0.13363258539933276,0
Louisiana,LA,31000000000,4.24,0.2,45493,8.5,4575184,2011,-1.4133536613872917,0.4177020249710325,1.1666221235700949,0.24253213486764752,-0.05479967841110793,0
North Carolina,NC,128000000000,3.84,0.13,50581,11.1,9656754,2011,-0.8539568144780415,1.4526689229297558,0.6863330648751206,-0.4977549046992981,0.47403459336473525,4
North Dakota,ND,7960000000,2.19,0.09,63063,4.4,685136,2011,0.5183685477706336,-1.21436116027157,-1.2948593022416468,-0.9207760701661243,0.3404370012049698,3
Nebraska,NE,3280000000,3.02,0.19,62229,5.2,1840538,2011,0.4266749608362164,-0.8959098070535012,-0.2982595054495758,0.1367768435009409,-0.4623729880678342,3
Tennessee,TN,59700000000,4.22,0.14,47306,10.2,6397410,2011,-1.2140245569363344,1.0944111505594283,1.1426076706353456,-0.39199961333259153,0.15383676093424722,0
New York,NY,58300000000,2.3,0.33,56657,8.9,19498514,2011,-0.18593495091267143,0.576927701580067,-1.1627798111005292,1.6173509226348322,-0.36378648076699777,2
Pennsylvania,PA,74100000000,2.59,0.12,55845,8.7,12744583,2011,-0.2752097621725596,0.49731486327554936,-0.814570243546673,-0.6035101960660048,-0.1332723592822055,4
Alaska,AK,1370000000,3.23,0.29,64260,8.8,722038,2011,0.6499719333347791,0.5371212824278085,-0.04610774963471455,1.1943297571680058,-0.4529607085057738,2
Nevada,NV,17700000000,3.15,0.34,52637,14.3,2712799,2011,-0.6279112332584232,2.7264743358020316,-0.14216556137370942,1.7231062140015387,-0.07529077911969492,4
New Hampshire,NH,3730000000,2.7,0.11,73714,6.2,1319815,2011,1.6893858072891914,-0.4978456155309153,-0.6824907524055548,-0.7092654874327112,-0.37715715611684014,3
Washington,WA,22900000000,3.88,0.3,63610,10.4,6821655,2011,0.5785081065873316,1.174023988863946,0.734361970744618,1.3000850485347124,-0.33383344393399667,2
Delaware,DE,3350000000,4.0,0.11,61160,8.1,907316,2011,0.30914445192387596,0.25847634836199795,0.8784486883531103,-0.7092654874327112,-0.30647044189086786,0
Wisconsin,WI,52400000000,2.7,0.1,58248,8.5,5704755,2011,-0.01101349190468855,0.4177020249710325,-0.6824907524055548,-0.8150207787994177,0.14187289342043113,4
West Virginia,WV,9660000000,2.4,0.12,46794,9.2,1856074,2011,-1.2703160635435544,0.6963469590368424,-1.0427075464267854,-0.6035101960660048,-0.18303567263611437,4
Hawaii,HI,50000000000,3.43,0.45,66068,6.7,1379252,2011,0.8487513160415251,-0.2988135197696222,0.1940367797127726,2.8864144190353103,2.350995513822738,2
Massachusetts,MA,12400000000,2.68,0.25,90842,8.6,6613149,2011,3.5725126142588524,0.45750844412329095,-0.7065052053403035,0.7713085917011799,-0.4547852892072948,2
Florida,FL,359000000000,4.03,0.3,50468,11.1,19093352,2011,-0.8663805258972131,1.4526689229297558,0.9144703677552336,1.3000850485347124,0.9268076493381012,0
Wyoming,WY,1550000000,2.49,0.18,60991,7.4,567224,2011,0.2905638569695396,-0.020168585703811984,-0.9346425082204161,0.03102155213423431,-0.384792399150332,3
Maine,ME,4320000000,2.67,0.18,55602,8.9,1328150,2011,-0.3019262389412207,0.576927701580067,-0.7185124318076781,0.03102155213423431,-0.34234730376417954,4
Maryland,MD,17300000000,3.35,0.17,77066,7.7,5838991,2011,2.0579192646083357,0.09925067175296375,0.09797896797377775,-0.07473373923247201,-0.3660008726044696,3
Oklahoma,OK,15700000000,3.83,0.12,54217,6.7,3787821,2011,-0.45419916208770483,-0.2988135197696222,0.6743258384077464,-0.6035101960660048,-0.269525139528893,0
Ohio,OH,44000000000,3.6,0.11,49957,10.0,11543463,2011,-0.922562088155591,1.0147983122549113,0.39815962965813645,-0.7092654874327112,-0.29671919609795355,4
Utah,UT,9140000000,3.18,0.11,62092,7.9,2814216,2011,0.41161258504483134,0.17886351005748102,-0.10614388197158608,-0.7092654874327112,-0.3427430317524062,3
Missouri,MO,49100000000,3.76,0.15,51217,9.7,6009641,2011,-0.7840322086143853,0.8953790547981354,0.5902752531361256,-0.28624432196588523,0.059020038974900386,4
Minnesota,MN,11700000000,2.78,0.14,64695,7.6,5345668,2011,0.6977977250811477,0.05944425260070493,-0.5864329406665604,-0.39199961333259153,-0.4291865829960935,3
Michigan,MI,115000000000,2.99,0.13,54691,11.6,9881521,2011,-0.40208554073648933,1.651701018691049,-0.3342811848516986,-0.4977549046992981,0.34204924161232353,4
Rhode Island,RI,2730000000,2.9,0.1,54864,12.3,1053536,2011,-0.3830651683867841,1.9303459527568596,-0.44234622305806814,-0.8150207787994177,-0.39632788036266325,4
Kansas,KS,60900000000,3.45,0.09,51634,7.5,2869035,2011,-0.7381854151471767,0.019637833448446475,0.21805123264752135,-0.9207760701661243,1.124676535732501,0
Montana,MT,4030000000,2.67,0.18,45066,8.1,997221,2011,-1.4602998983429225,0.25847634836199795,-0.7185124318076781,0.03102155213423431,-0.277983553593284,4
Mississippi,MS,22900000000,3.28,0.08,45976,11.0,2978470,2011,-1.360250540896496,1.4128625037774976,0.013928382702156976,-1.0265313615328306,0.019704564581863433,4
South Carolina,SC,177000000000,4.52,0.11,44850,11.1,4671422,2011,-1.4840478776928434,1.4526689229297558,1.5028244646565758,-0.7092654874327112,2.4847227017998867,0
Kentucky,KY,61600000000,2.96,0.14,44595,10.7,4369488,2011,-1.5120836866476113,1.2934432463207213,-0.370302864253822,-0.39199961333259153,0.542822434315394,4
Oregon,OR,16100000000,3.4,0.45,57653,10.7,3871728,2011,-0.0764303794658135,1.2934432463207213,0.15801510031064928,2.8864144190353103,-0.26842436323040963,2
South Dakota,SD,2210000000,2.11,0.1,52838,5.6,823484,2011,-0.6058124191411356,-0.736684130444467,-1.3909171139806418,-0.8150207787994177,-0.3887825251980949,3
Virginia,VA,45800000000,2.37,0.1,70818,6.4,8185229,2012,1.3709869730421025,-0.41823277722639796,-1.0787292258289083,-0.8150207787994177,-0.1511298068857899,3
Colorado,CO,14400000000,2.99,0.32,62735,8.8,5193721,2012,0.4823068013503832,0.5371212824278085,-0.3342811848516986,1.5115956312681256,-0.3815299052309033,2
California,CA,950000000000,0.42,0.32,62477,11.4,37960782,2012,0.45394115934908863,1.572088180386532,-3.4201383869669066,1.5115956312681256,1.4347624432676302,4
Alabama,AL,130000000000,3.77,0.11,47624,7.7,4815564,2012,-1.1790622540045061,0.09925067175296375,0.6022824796035003,-0.7092654874327112,1.5955499345263648,0
Arkansas,AR,12100000000,4.17,0.14,42752,8.3,2952109,2012,-1.7147111215638353,0.33808918666651555,1.0825715382984742,-0.39199961333259153,-0.27328766929476683,0
Vermont,VT,1760000000,2.64,0.19,60901,5.8,626063,2012,0.2806688655737392,-0.6570712921399497,-0.754534111209801,0.1367768435009409,-0.3783761377041008,3
Illinois,IL,41200000000,3.0,0.11,56690,9.7,12884119,2012,-0.18230678740087794,0.8953790547981354,-0.32227395838432454,-0.7092654874327112,-0.34682897486818376,4
Georgia,GA,302000000000,3.81,0.21,51276,9.6,9901496,2012,-0.777545492032694,0.8555726356458769,0.6503113854729977,0.3482874262343538,1.8815960095587576,0
Indiana,IN,20100000000,3.37,0.1,50575,9.1,6537640,2012,-0.854616480571095,0.6565405398845839,0.12199342090852647,-0.8150207787994177,-0.35688700526610395,4
Iowa,IA,5310000000,2.55,0.1,58557,6.2,3076097,2012,0.022959311887559536,-0.4978456155309153,-0.8625991494161704,-0.8150207787994177,-0.46693339408624024,3
Arizona,AZ,30500000000,3.83,0.17,51546,8.8,6556629,2012,-0.7478605178452926,0.5371212824278085,0.6743258384077464,-0.07473373923247201,-0.22815094578760994,0
Idaho,ID,5310000000,2.2,0.12,52508,8.7,1595441,2012,-0.6420940542590705,0.49731486327554936,-1.282852075774272,-0.6035101960660048,-0.3361778123788921,4
Connecticut,CT,7050000000,2.43,0.12,70396,8.8,3594395,2012,1.3245904578306829,0.5371212824278085,-1.0066858670246621,-0.6035101960660048,-0.4477387087947002,3
New Jersey,NJ,37400000000,2.34,0.15,73075,9.7,8845483,2012,1.6191313683790085,0.8953790547981354,-1.1147509052310316,-0.28624432196588523,-0.2627276076319518,3
New Mexico,NM,9050000000,4.16,0.16,47580,7.2,2087549,2012,-1.1838998053535643,-0.09978142400832925,1.0705643118311001,-0.18048903059917862,-0.25398775437433413,0
Texas,TX,82400000000,3.77,0.13,56896,7.5,26089620,2012,-0.1596582515393792,0.019637833448446475,0.6022824796035003,-0.4977549046992981,-0.35004403132799855,0
Louisiana,LA,20200000000,4.03,0.17,42826,7.6,4600814,2012,-1.7065752397495104,0.05944425260070493,0.9144703677552336,-0.07473373923247201,-0.2494742262188671,0
North Carolina,NC,116000000000,3.72,0.14,45530,10.1,9749123,2012,-1.4092857204801292,1.0546047314071698,0.5422463472666288,-0.39199961333259153,0.3633209724194246,4
North Dakota,ND,8370000000,2.28,0.1,61103,3.9,701116,2012,0.302877624039869,-1.413393256032863,-1.1867942640352778,-0.8150207787994177,0.3665534147014482,3
Nebraska,NE,4050000000,3.02,0.2,57191,4.6,1853323,2012,-0.1272246686309223,-1.134748321967053,-0.2982595054495758,0.24253213486764752,-0.42946605765547746,3
Tennessee,TN,48300000000,4.02,0.15,47110,8.8,6451281,2012,-1.2355736493094107,0.5371212824278085,0.9024631412878584,-0.28624432196588523,0.0032480079871953778,0
New York,NY,43500000000,2.32,0.36,52243,9.1,19574549,2012,-0.6712293067022606,0.6565405398845839,-1.1387653581657804,1.9346167967349515,-0.42644537687410805,2
Pennsylvania,PA,76400000000,2.52,0.12,56871,8.2,12766827,2012,-0.16240686026043488,0.29828276751425636,-0.8986208288182932,-0.6035101960660048,-0.11939512942370116,4
Alaska,AK,1500000000,3.35,0.26,69739,8.1,730399,2012,1.2523570206413397,0.25847634836199795,0.09797896797377775,0.8770638830678866,-0.4402064868790092,2
Nevada,NV,41100000000,3.43,0.31,51863,12.4,2744566,2012,-0.7130081592623068,1.970152371909118,0.1940367797127726,1.405840339901419,0.6144256230610096,4
New Hampshire,NH,3800000000,2.64,0.11,74310,5.9,1323962,2012,1.7549126391991585,-0.617264872987691,-0.754534111209801,-0.7092654874327112,-0.37356433246449067,3
Washington,WA,26900000000,3.99,0.3,68139,9.3,6892876,2012,1.0764460624937768,0.7361533781891015,0.8664414618857362,1.3000850485347124,-0.2893001028716901,2
Delaware,DE,5510000000,3.91,0.11,53659,7.5,915188,2012,-0.5155481087416675,0.019637833448446475,0.7703836501467413,-0.7092654874327112,-0.11642730433828301,0
Wisconsin,WI,61700000000,2.75,0.11,58159,7.7,5719855,2012,-0.020798538951646735,0.09925067175296375,-0.6224546200686832,-0.7092654874327112,0.2725996494857488,4
West Virginia,WV,15300000000,2.72,0.13,47721,7.8,1856764,2012,-1.1683976521668102,0.1390570909052222,-0.6584762994708061,-0.4977549046992981,0.06472826953127728,4
Hawaii,HI,53600000000,3.35,0.45,61645,6.3,1394905,2012,0.36246746111235595,-0.4580391963786568,0.09797896797377775,2.8864144190353103,2.5284374790632276,2
Massachusetts,MA,12200000000,2.56,0.26,69748,7.5,6663158,2012,1.25334651978092,0.019637833448446475,-0.8505919229487958,0.8770638830678866,-0.45838376756886373,2
Florida,FL,159000000000,3.76,0.29,50480,9.3,19326230,2012,-0.8650611937111065,0.7361533781891015,0.5902752531361256,1.1943297571680058,0.06366870346075364,0
Wyoming,WY,2030000000,2.5,0.31,63016,6.6,576270,2012,0.513201163375049,-0.3386199389218811,-0.922635281753042,1.405840339901419,-0.32030933241300036,2
Maine,ME,4340000000,2.64,0.18,53863,8.4,1327691,2012,-0.49311946157785314,0.377895605818774,-0.754534111209801,0.03102155213423431,-0.34102603363204087,4
Maryland,MD,42500000000,3.23,0.16,78711,7.2,5887072,2012,2.238777718453799,-0.09978142400832925,-0.04610774963471455,-0.18048903059917862,-0.018599549478486552,3
Oklahoma,OK,12000000000,3.9,0.13,53040,5.9,3818600,2012,-0.5836036606750058,-0.617264872987691,0.7583764236793666,-0.4977549046992981,-0.35133616417417274,0
Ohio,OH,43800000000,3.51,0.12,48622,8.5,11548369,2012,-1.069337793859964,0.4177020249710325,0.29009459145176697,-0.6035101960660048,-0.29826487993020034,0
Utah,UT,10300000000,3.23,0.12,63924,6.3,2853467,2012,0.6130306321237908,-0.4580391963786568,-0.04610774963471455,-0.6035101960660048,-0.31320930486568854,3
Missouri,MO,71600000000,3.77,0.17,54527,7.6,6024081,2012,-0.42011641394661453,0.05944425260070493,0.6022824796035003,-0.07473373923247201,0.36227006020976577,0
Minnesota,MN,8420000000,2.8,0.14,67709,6.5,5376550,2012,1.0291699924916193,-0.37842635807413955,-0.5624184877318117,-0.39199961333259153,-0.4800049881161142,3
Michigan,MI,33700000000,2.97,0.13,54802,10.0,9896930,2012,-0.38988171801500215,1.0147983122549113,-0.35829563778644735,-0.4977549046992981,-0.32990432067377484,4
Rhode Island,RI,3330000000,2.82,0.12,61431,11.6,1054601,2012,0.3389393704601194,1.651701018691049,-0.538404034797063,-0.6035101960660048,-0.3501054005611403,4
Kansas,KS,18400000000,3.51,0.09,54788,6.3,2885361,2012,-0.3914209388987933,-0.4580391963786568,0.29009459145176697,-0.9207760701661243,-0.08733843172076693,0
Montana,MT,3540000000,2.88,0.18,49403,7.2,1003754,2012,-0.9834712574141847,-0.09978142400832925,-0.46636067599281683,0.03102155213423431,-0.31997418525016225,4
Mississippi,MS,22800000000,3.07,0.08,40148,10.0,2983767,2012,-2.0010062059489937,1.0147983122549113,-0.23822337311270428,-1.0265313615328306,0.015855086135010008,4
South Carolina,SC,202000000000,4.4,0.1,48650,9.9,4717112,2012,-1.0662593520923815,0.974991893102653,1.3587377470480846,-0.8150207787994177,2.887337989574972,0
Kentucky,KY,21800000000,2.8,0.12,45018,9.2,4386381,2012,-1.4655772270873493,0.6963469590368424,-0.5624184877318117,-0.6035101960660048,-0.20218397367247484,4
Oregon,OR,17300000000,3.49,0.41,56730,9.8,3899118,2012,-0.17790901344718885,0.9351854739503945,0.2660801385170188,2.463393253568484,-0.24568926304299263,2
South Dakota,SD,1930000000,2.38,0.1,54144,4.9,833496,2012,-0.4622250995531874,-1.015329064510277,-1.0667219993615342,-0.8150207787994177,-0.41883238030982106,3
